"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
4470,2687,3,"P030","R08",0.151178136848383,0.150136146669064,0.00104199017931922,0.689246607374341
4470,2687,4,"P029","R04",0.151178136848383,0.1497884873589,0.00138964948948272,0.91921326618571
4470,2687,5,"P021","R05",0.151178136848383,0.149441665536265,0.0017364713121179,1.14862595102585
4470,2687,6,"P008","R06",0.151178136848383,0.149095170938947,0.00208296590943621,1.37782218570746
4471,311,1,"P021","R04",0.214036816404634,0.21342912692453,0.000607689480104007,0.283918201696281
4471,311,2,"P012","R07",0.214036816404634,0.212819689298334,0.00121712710629987,0.568653153576583
4471,311,3,"P008","R09",0.214036816404634,0.21221244181391,0.00182437459072396,0.852364850762405
4471,311,4,"P011","R08",0.214036816404634,0.211608583094177,0.00242823331045669,1.13449328542906
4471,311,5,"P009","R06",0.214036816404634,0.211002556931783,0.00303425947285069,1.41763436955372
4471,311,6,"P013","R08",0.214036816404634,0.210397156635842,0.00363965976879155,1.70048304302509
4472,4563,1,"P019","R09",0.0771091578728248,0.0770394847028256,6.96731699992431e-05,0.0903565437897198
4472,4563,2,"P025","R06",0.0771091578728248,0.0769702286561514,0.000138929216673439,0.180172135847435
4472,4563,3,"P018","R04",0.0771091578728248,0.0769004378461216,0.000208720026703163,0.270681242618941
4472,4563,4,"P007","R04",0.0771091578728248,0.0768306143570429,0.000278543515781937,0.361232729634184
4472,4563,5,"P028","R05",0.0771091578728248,0.076761304205384,0.000347853667440862,0.451118488435022
4472,4563,6,"P036","R07",0.0771091578728248,0.0766911482127324,0.000418009660092408,0.542101186971626
4473,410,1,"P004","R06",0.0685501318558502,0.0684754055118494,7.47263440008389e-05,0.109009774274361
4473,410,2,"P016","R05",0.0685501318558502,0.0684003961609319,0.000149735694918315,0.218432395189531
4473,410,3,"P029","R07",0.0685501318558502,0.0683245781161438,0.000225553739706466,0.329034727724184
4473,410,4,"P023","R06",0.0685501318558502,0.0682494679651054,0.000300663890744832,0.438604394484724
4473,410,5,"P032","R07",0.0685501318558502,0.0681736368111279,0.000376495044722314,0.549225850526475
4473,410,6,"P040","R05",0.0685501318558502,0.0680982865439117,0.000451845311938537,0.65914579550145
4474,677,1,"P014","R09",0.220078482292392,0.219604097530908,0.000474384761484203,0.215552541322029
4474,677,2,"P012","R08",0.220078482292392,0.219129716743833,0.00094876554855905,0.431103276738585
4474,677,3,"P004","R04",0.220078482292392,0.218655331672111,0.00142315062028089,0.646655959027436
4474,677,4,"P026","R02",0.220078482292392,0.218180942889353,0.00189753940303933,0.862210327549556
4474,677,5,"P029","R01",0.220078482292392,0.217706562793997,0.00237191949839541,1.07776074866062
4474,677,6,"P036","R09",0.220078482292392,0.217232175822188,0.0028463064702047,1.29331429431758
4475,3412,1,"P033","R03",0.112364991096284,0.112215334265399,0.000149656830884359,0.133188130416991
4475,3412,2,"P038","R05",0.112364991096284,0.112066336009805,0.000298655086478583,0.265790157205344
4475,3412,3,"P005","R09",0.112364991096284,0.111916276693935,0.000448714402348505,0.399336481915447
4475,3412,4,"P008","R06",0.112364991096284,0.111767651732111,0.000597339364172805,0.531606293334687
4475,3412,5,"P018","R09",0.112364991096284,0.111617575412644,0.000747415683639632,0.66516775051331
4475,3412,6,"P036","R09",0.112364991096284,0.111467180678774,0.000897810417509512,0.799012582789414
4476,4596,1,"P006","R03",0.0649333882408137,0.0648764587366762,5.69295041375761e-05,0.0876737002024996
4476,4596,2,"P025","R03",0.0649333882408137,0.0648193790289138,0.000114009211899982,0.17557871996016
4476,4596,3,"P005","R05",0.0649333882408137,0.064762598640356,0.000170789600457716,0.263022776240046
4476,4596,4,"P036","R07",0.0649333882408137,0.0647053610236894,0.000228027217124296,0.351170981989464
4476,4596,5,"P019","R04",0.0649333882408137,0.06464855841981,0.000284829821003738,0.438649250748182
4476,4596,6,"P003","R03",0.0649333882408137,0.0645914136136744,0.000341974627139377,0.526654524589292
4477,4087,1,"P014","R09",0.226236909308525,0.225585843527359,0.000651065781165167,0.287780531989717
4477,4087,2,"P023","R02",0.226236909308525,0.22492788356239,0.0013090257461347,0.578608393358818
4477,4087,3,"P031","R04",0.226236909308525,0.224278197385948,0.00195871192257638,0.865779120022028
4477,4087,4,"P027","R02",0.226236909308525,0.22361925262209,0.00261765668643443,1.15704227680404
4477,4087,5,"P010","R08",0.226236909308525,0.222972699348326,0.00326420996019874,1.44282821497851
4477,4087,6,"P036","R01",0.226236909308525,0.22232804403517,0.00390886527335491,1.72777522699636
4478,522,1,"P006","R01",0.196410602172859,0.195939167528917,0.000471434643941809,0.240025048916099
4478,522,2,"P042","R06",0.196410602172859,0.195467660755524,0.000942941417334558,0.480086821639438
4478,522,3,"P027","R05",0.196410602172859,0.194996111680232,0.00141449049262635,0.72017013184526
4478,522,4,"P021","R04",0.196410602172859,0.194524533776957,0.00188606839590155,0.960268119458055
4478,522,5,"P022","R09",0.196410602172859,0.194052941461645,0.00235766071121429,1.20037344477939
4478,522,6,"P024","R03",0.196410602172859,0.193581349662028,0.00282925251083119,1.44047850754064
4479,3428,1,"P013","R02",0.0940238681072965,0.0939128095327065,0.000111058574590012,0.118117427867651
4479,3428,2,"P010","R06",0.0940238681072965,0.0938018564092984,0.000222011697998084,0.236122702104462
4479,3428,3,"P028","R06",0.0940238681072965,0.0936908763572499,0.000332991750046557,0.354156616558851
4479,3428,4,"P015","R09",0.0940238681072965,0.093579865554602,0.000444002552694431,0.472223236112507
4479,3428,5,"P038","R01",0.0940238681072965,0.0934689594400246,0.00055490866727187,0.59017851364999
4479,3428,6,"P002","R01",0.0940238681072965,0.0933580285697012,0.000665839537595261,0.708160120402014
4480,2629,1,"P018","R02",0.0411069497211629,0.0410873925932345,1.95571279283796e-05,0.0475762080646697
4480,2629,2,"P024","R01",0.0411069497211629,0.041068147592304,3.8802128858817e-05,0.094393111437409
4480,2629,3,"P002","R01",0.0411069497211629,0.0410488411311152,5.81085900476438e-05,0.141359527870121
4480,2629,4,"P003","R02",0.0411069497211629,0.041029261465785,7.76882553778849e-05,0.188990562191699
4480,2629,5,"P038","R01",0.0411069497211629,0.0410098985838929,9.70511372699462e-05,0.236094232066024
4480,2629,6,"P013","R02",0.0411069497211629,0.0409902834069932,0.000116666314169636,0.283811654625333
4481,411,1,"P034","R03",0.0223404417735475,0.0223346392629798,5.80251056767067e-06,0.0259731236583747
4481,411,2,"P003","R03",0.0223404417735475,0.0223288262870963,1.16154864511289e-05,0.0519930920295516
4481,411,3,"P033","R03",0.0223404417735475,0.0223230034515386,1.74383220088795e-05,0.0780571941488085
4481,411,4,"P002","R09",0.0223404417735475,0.02231720267434,2.32390992074664e-05,0.10402255892264
4481,411,5,"P031","R01",0.0223404417735475,0.0223114596270711,2.89821464763348e-05,0.129729513722739
4481,411,6,"P017","R07",0.0223404417735475,0.0223056379780172,3.48037955302596e-05,0.155788304828733
4482,3409,1,"P041","R04",0.112310259783958,0.112147358507913,0.000162901276045263,0.145045765505861
4482,3409,2,"P037","R01",0.112310259783958,0.111987300683979,0.000322959099979522,0.287559747970285
4482,3409,3,"P014","R01",0.112310259783958,0.111826613886735,0.0004836458972233,0.430633762359422
4482,3409,4,"P017","R07",0.112310259783958,0.111662964947048,0.000647294836910353,0.576345240546589
4482,3409,5,"P024","R01",0.112310259783958,0.111500879292517,0.000809380491441469,0.720664784320155
4482,3409,6,"P015","R05",0.112310259783958,0.111338030717185,0.000972229066773633,0.865663625606269
4483,467,1,"P016","R05",0.000154763730610457,0.000154763368788324,3.61822132557933e-10,0.000233790004370369
4483,467,2,"P022","R03",0.000154763730610457,0.000154763006944106,7.2366635047675e-10,0.000467594279113258
4483,467,3,"P021","R01",0.000154763730610457,0.000154762645188731,1.08542172556274e-09,0.000701341148395268
4483,467,4,"P011","R03",0.000154763730610457,0.000154762283322514,1.4472879428652e-09,0.000935159637956812
4483,467,5,"P030","R09",0.000154763730610457,0.000154761921478299,1.80913215818194e-09,0.00116896391101837
4483,467,6,"P003","R01",0.000154763730610457,0.000154761559700588,2.17090986907951e-09,0.00140272521250068
4484,3676,1,"P025","R04",0.0157374672630908,0.0157340342965972,3.4329664935738e-06,0.0218139706738273
4484,3676,2,"P012","R05",0.0157374672630908,0.0157306016643705,6.86559872034587e-06,0.0436258173286105
4484,3676,3,"P007","R08",0.0157374672630908,0.0157271696828929,1.02975801978891e-05,0.0654335289518925
4484,3676,4,"P013","R09",0.0157374672630908,0.0157237367178837,1.37305452071503e-05,0.0872474901940073
4484,3676,5,"P005","R07",0.0157374672630908,0.0157203030930024,1.71641700884399e-05,0.109065644436289
4484,3676,6,"P019","R05",0.0157374672630908,0.015716870143339,2.05971197518168e-05,0.130879508166624
4485,3597,1,"P042","R08",0.00475619304668209,0.0047559170448049,2.76001877193288e-07,0.00580299988844706
4485,3597,2,"P038","R02",0.00475619304668209,0.00475563607459196,5.56972090131128e-07,0.0117104601235576
4485,3597,3,"P004","R04",0.00475619304668209,0.00475535657454233,8.36472139761034e-07,0.0175870098532808
4485,3597,4,"P013","R04",0.00475619304668209,0.0047550762550716,1.11679161048529e-06,0.0234807880908946
4485,3597,5,"P012","R08",0.00475619304668209,0.00475479887176056,1.3941749215261e-06,0.0293128329284
4485,3597,6,"P032","R04",0.00475619304668209,0.0047545178592584,1.67518742368554e-06,0.0352211823036524
4486,3222,1,"P020","R09",0.208890017375239,0.208264549324895,0.000625468050344413,0.299424576723958
4486,3222,2,"P009","R04",0.208890017375239,0.207639083635845,0.00125093373939386,0.598848023046859
4486,3222,3,"P038","R07",0.208890017375239,0.207013607245765,0.00187641012947437,0.898276592176104
4486,3222,4,"P037","R03",0.208890017375239,0.206388146143574,0.00250187123166548,1.19769784267443
4486,3222,5,"P036","R06",0.208890017375239,0.205762689100166,0.00312732827507292,1.49711715014852
4486,3222,6,"P006","R08",0.208890017375239,0.205137240112878,0.0037527772623617,1.79653260099089
4487,3386,1,"P029","R07",0.131702980603623,0.131494402043133,0.000208578560490474,0.158370417688737
4487,3386,2,"P032","R01",0.131702980603623,0.131286015065495,0.000416965538128339,0.316595369533245
4487,3386,3,"P024","R01",0.131702980603623,0.131077607883126,0.000625372720497452,0.474835662512142
4487,3386,4,"P012","R08",0.131702980603623,0.130869207776032,0.000833772827591145,0.633070583345786
4487,3386,5,"P014","R03",0.131702980603623,0.130660718147618,0.00104226245600547,0.791373476309008
4487,3386,6,"P010","R04",0.131702980603623,0.130452224129672,0.00125075647395151,0.949679702174561
4488,4080,1,"P041","R08",0.152325177243272,0.151999591701218,0.000325585542054363,0.213743747387462
4488,4080,2,"P007","R07",0.152325177243272,0.151670968781315,0.000654208461957156,0.429481503843812
4488,4080,3,"P017","R01",0.152325177243272,0.151346843671212,0.00097833357205987,0.642266491833726
4488,4080,4,"P027","R02",0.152325177243272,0.151017311831368,0.00130786541190425,0.858600945407413
4488,4080,5,"P001","R03",0.152325177243272,0.150689905820236,0.00163527142303635,1.07353981307025
4488,4080,6,"P023","R02",0.152325177243272,0.150359218098499,0.00196595914477296,1.29063309188422
4489,2996,1,"P040","R04",0.174749599238349,0.17421938939117,0.000530209847178498,0.303411194926588
4489,2996,2,"P031","R06",0.174749599238349,0.173698070994567,0.00105152824378132,0.601734280573141
4489,2996,3,"P015","R09",0.174749599238349,0.173166164876437,0.00158343436191175,0.906116162104629
4489,2996,4,"P038","R02",0.174749599238349,0.172646076280667,0.00210352295768121,1.20373549744862
4489,2996,5,"P030","R03",0.174749599238349,0.172122836516685,0.00262676272166393,1.50315808054081
4489,2996,6,"P025","R01",0.174749599238349,0.171612554856654,0.00313704438169488,1.79516542262058
4490,3514,1,"P003","R06",0.0101751517381024,0.0101741825834193,9.69154683090959e-07,0.00952471970970037
4490,3514,2,"P017","R08",0.0101751517381024,0.0101732165433498,1.93519475257496e-06,0.019018829422743
4490,3514,3,"P026","R07",0.0101751517381024,0.0101722379986686,2.91373943378179e-06,0.0286358327500006
4490,3514,4,"P007","R04",0.0101751517381024,0.0101712637668534,3.8879712489677e-06,0.0382104498197172
4490,3514,5,"P036","R02",0.0101751517381024,0.010170285357452,4.86638065042531e-06,0.0478261236360969
4490,3514,6,"P016","R05",0.0101751517381024,0.0101693135506328,5.83818746955657e-06,0.057376908176166
4491,557,1,"P005","R08",0.111742617128209,0.111578838461922,0.000163778666286418,0.146567773778294
4491,557,2,"P006","R02",0.111742617128209,0.111413173781338,0.000329443346871086,0.294823367608346
4491,557,3,"P029","R01",0.111742617128209,0.111250026034114,0.000492591094094982,0.440826523268024
4491,557,4,"P012","R08",0.111742617128209,0.111085944090739,0.000656673037470412,0.587665703871042
4491,557,5,"P017","R05",0.111742617128209,0.110921439856308,0.000821177271900994,0.734882798528702
4491,557,6,"P001","R06",0.111742617128209,0.110757385044163,0.000985232084045551,0.881697699021257
4492,1352,1,"P037","R06",0.0189104398979021,0.0189036088503782,6.83104752397662e-06,0.0361231550448196
4492,1352,2,"P004","R09",0.0189104398979021,0.0188967317693843,1.37081285178746e-05,0.0724897389584011
4492,1352,3,"P022","R03",0.0189104398979021,0.0188898534165801,2.05864813220165e-05,0.108863048311744
4492,1352,4,"P030","R01",0.0189104398979021,0.0188830848913143,2.7355006587803e-05,0.144655580385719
4492,1352,5,"P010","R09",0.0189104398979021,0.0188761916618281,3.42482360740047e-05,0.181107558887639
4492,1352,6,"P020","R02",0.0189104398979021,0.0188692778200107,4.1162077891458e-05,0.217668537134477
4493,3709,1,"P027","R02",0.298264064229724,0.297281379885399,0.000982684344324802,0.329467898475337
4493,3709,2,"P032","R01",0.298264064229724,0.296299110587277,0.00196495364244725,0.658796643008874
4493,3709,3,"P030","R09",0.298264064229724,0.29531659830194,0.0029474659277845,0.98820685468644
4493,3709,4,"P015","R03",0.298264064229724,0.294333999203746,0.00393006502597781,1.31764617240341
4493,3709,5,"P021","R09",0.298264064229724,0.293351465851227,0.00491259837849672,1.64706344734612
4493,3709,6,"P041","R05",0.298264064229724,0.29236907368506,0.0058949905446643,1.97643338626405
4494,3238,1,"P013","R01",0.0261687959652076,0.0261555712075721,1.32247576354397e-05,0.0505363626703441
4494,3238,2,"P027","R08",0.0261687959652076,0.0261423221510817,2.64738141258908e-05,0.101165579651004
4494,3238,3,"P028","R01",0.0261687959652076,0.0261290715169742,3.9724448233424e-05,0.151800825250956
4494,3238,4,"P008","R01",0.0261687959652076,0.0261157991175224,5.29968476852202e-05,0.202519243742362
4494,3238,5,"P029","R07",0.0261687959652076,0.0261024435916605,6.635237354706e-05,0.253555316932724
4494,3238,6,"P037","R03",0.0261687959652076,0.0260891314037514,7.96645614561664e-05,0.304425780850153
4495,4088,1,"P037","R08",0.0840170127516937,0.0838899111231415,0.000127101628552187,0.151280823239725
4495,4088,2,"P009","R01",0.0840170127516937,0.0837628248616034,0.000254187890090254,0.302543356119419
4495,4088,3,"P042","R01",0.0840170127516937,0.0836357219539243,0.000381290797769343,0.453825701820917
4495,4088,4,"P021","R06",0.0840170127516937,0.0835086000928588,0.000508412658834834,0.605130606508721
4495,4088,5,"P020","R02",0.0840170127516937,0.0833813963275279,0.000635616424165819,0.756532996530522
4495,4088,6,"P023","R09",0.0840170127516937,0.0832542303464952,0.000762782405198503,0.907890414353165
4496,599,1,"P026","R09",0.127176072350956,0.126948024675086,0.000228047675870313,0.179316495355345
4496,599,2,"P029","R03",0.127176072350956,0.126719994399344,0.000456077951612732,0.35861930879115
4496,599,3,"P018","R06",0.127176072350956,0.126492228374966,0.000683843975990278,0.537714338356932
4496,599,4,"P004","R04",0.127176072350956,0.12626428304373,0.000911789307226241,0.716950358955935
4496,599,5,"P015","R04",0.127176072350956,0.126036139162534,0.00113993318842248,0.896342501659205
4496,599,6,"P011","R01",0.127176072350956,0.125808719324992,0.0013673530259638,1.07516532055687
4497,1585,1,"P015","R09",0.102780975773008,0.102641964467072,0.000139011305936063,0.135250035223512
4497,1585,2,"P008","R06",0.102780975773008,0.10250344161728,0.00027753415572801,0.270024830607704
4497,1585,3,"P034","R07",0.102780975773008,0.102364148300575,0.000416827472432685,0.405549246149647
4497,1585,4,"P011","R09",0.102780975773008,0.102225128004442,0.00055584776856582,0.540808028319766
4497,1585,5,"P028","R07",0.102780975773008,0.102085760510431,0.000695215262577334,0.676404614130848
4497,1585,6,"P006","R02",0.102780975773008,0.101946533170684,0.00083444260232364,0.811864837872827
4498,3770,1,"P019","R07",0.073399211502706,0.0733270026109627,7.22088917432528e-05,0.0983782935332906
4498,3770,2,"P018","R03",0.073399211502706,0.0732549056570746,0.000144305845631326,0.196604081538405
4498,3770,3,"P020","R04",0.073399211502706,0.0731828203139026,0.0002163911888034,0.29481405095942
4498,3770,4,"P036","R06",0.073399211502706,0.0731109210518393,0.000288290450866674,0.39277050116001
4498,3770,5,"P014","R09",0.073399211502706,0.0730388758253604,0.000360335677345586,0.490925815098574
4498,3770,6,"P027","R09",0.073399211502706,0.0729667376179149,0.000432473884791104,0.589207807464199
4499,1504,1,"P003","R02",0.025453712236732,0.0254434685863709,1.02436503611678e-05,0.0402442294699365
4499,1504,2,"P028","R07",0.025453712236732,0.0254332245807475,2.04876559845475e-05,0.0804898546585356
4499,1504,3,"P012","R08",0.025453712236732,0.025423149031135,3.05632055970263e-05,0.12007366671224
4499,1504,4,"P013","R01",0.025453712236732,0.0254131254832617,4.05867534703716e-05,0.159453179531908
4499,1504,5,"P039","R04",0.025453712236732,0.0254029389438911,5.07732928409464e-05,0.199473037051452
4499,1504,6,"P010","R09",0.025453712236732,0.0253927552353316,6.09570014004496e-05,0.239481773163456
4500,4129,1,"P027","R03",0.0575001921253327,0.0574616011849624,3.85909403703213e-05,0.0671144546546992
4500,4129,2,"P039","R03",0.0575001921253327,0.0574229887501852,7.72033751475429e-05,0.134266290761713
4500,4129,3,"P042","R04",0.0575001921253327,0.057384400566217,0.000115791559115716,0.201375951689563
4500,4129,4,"P022","R01",0.0575001921253327,0.0573459190890425,0.000154273036290148,0.268300036204888
4500,4129,5,"P015","R03",0.0575001921253327,0.0573072761807005,0.000192915944632194,0.335504869638864
4500,4129,6,"P032","R04",0.0575001921253327,0.0572686566882533,0.000231535437079385,0.402668979913508
4501,3024,1,"P013","R09",0.0370830332788759,0.0370634720751799,1.95612036960058e-05,0.0527497401544784
4501,3024,2,"P028","R08",0.0370830332788759,0.0370440505293585,3.89827495174341e-05,0.105122871757204
4501,3024,3,"P038","R07",0.0370830332788759,0.0370244212052959,5.86120735800166e-05,0.158056308768583
4501,3024,4,"P026","R05",0.0370830332788759,0.0370048962349738,7.81370439020684e-05,0.210708340157758
4501,3024,5,"P036","R09",0.0370830332788759,0.0369853025576191,9.7730721256746e-05,0.263545650437441
4501,3024,6,"P025","R02",0.0370830332788759,0.0369656763847875,0.000117356894088413,0.316470589678717
4502,2361,1,"P030","R01",0.102783618756252,0.102648520390392,0.000135098365859843,0.131439588812517
4502,2361,2,"P011","R08",0.102783618756252,0.102513415380593,0.000270203375658931,0.262885641630998
4502,2361,3,"P027","R01",0.102783618756252,0.102378310050127,0.000405308706124305,0.394332006431378
4502,2361,4,"P006","R07",0.102783618756252,0.10224316994366,0.000540448812591535,0.525812205418835
4502,2361,5,"P025","R07",0.102783618756252,0.102108023457799,0.000675595298452528,0.657298611031279
4502,2361,6,"P013","R03",0.102783618756252,0.101972895483828,0.00081072327242325,0.788767006098371
4503,3089,1,"P016","R07",0.207734302807779,0.207108534094157,0.000625768713622549,0.301235137945217
4503,3089,2,"P030","R06",0.207734302807779,0.206482837551344,0.00125146525643507,0.602435534006668
4503,3089,3,"P004","R06",0.207734302807779,0.205857128013706,0.00187717479407337,0.903642185571229
4503,3089,4,"P029","R02",0.207734302807779,0.205231351136255,0.0025029516715239,1.20488125345381
4503,3089,5,"P035","R06",0.207734302807779,0.204605615001295,0.00312868780648448,1.50610070854765
4503,3089,6,"P039","R01",0.207734302807779,0.203979953746145,0.0037543490616338,1.80728411768747
4504,4470,1,"P017","R08",0.177030299718531,0.17655063862082,0.000479661097710637,0.270948588164441
4504,4470,2,"P042","R01",0.177030299718531,0.17607185800573,0.000958441712800434,0.541399813661452
4504,4470,3,"P040","R04",0.177030299718531,0.17558913528554,0.00144116443299033,0.814077835987237
4504,4470,4,"P002","R01",0.177030299718531,0.175109645157406,0.00192065456112503,1.08492984770335
4504,4470,5,"P010","R02",0.177030299718531,0.174626982365908,0.00240331735262295,1.35757401780605
4504,4470,6,"P032","R01",0.177030299718531,0.174146395762848,0.0028839039556823,1.62904540085373
4505,738,1,"P034","R02",0.0180323692860431,0.0180284417852988,3.92750074433221e-06,0.0217802812377631
4505,738,2,"P036","R07",0.0180323692860431,0.0180245148141599,7.8544718832077e-06,0.0435576255045252
4505,738,3,"P015","R09",0.0180323692860431,0.018020602134784,1.176715125914e-05,0.0652557136141151
4505,738,4,"P008","R07",0.0180323692860431,0.0180166694262863,1.56998597568708e-05,0.0870648748804315
4505,738,5,"P002","R01",0.0180323692860431,0.0180127978552256,1.9571430817527e-05,0.10853499341695
4505,738,6,"P038","R08",0.0180323692860431,0.0180089149958056,2.34542902375658e-05,0.130067712487006
4506,912,1,"P035","R04",0.248068943550138,0.247032288822351,0.00103665472778691,0.417889766026835
4506,912,2,"P034","R05",0.248068943550138,0.245986184077049,0.00208275947308861,0.839588963971889
4506,912,3,"P005","R05",0.248068943550138,0.244944005984053,0.00312493756608537,1.25970527441448
4506,912,4,"P003","R02",0.248068943550138,0.243905261641575,0.00416368190856242,1.67843739283748
4506,912,5,"P010","R08",0.248068943550138,0.242887199956079,0.00518174359405937,2.08883204801978
4506,912,6,"P041","R04",0.248068943550138,0.241857160835653,0.00621178271448514,2.50405497181055
4507,3441,1,"P031","R01",0.119857323715013,0.11966915432428,0.000188169390733378,0.15699448719612
4507,3441,2,"P014","R06",0.119857323715013,0.119480983119896,0.0003763405951175,0.313990487566977
4507,3441,3,"P023","R02",0.119857323715013,0.119292807649211,0.00056451606580249,0.470990047420672
4507,3441,4,"P019","R09",0.119857323715013,0.119104634342203,0.000752689372810672,0.627987802064023
4507,3441,5,"P009","R07",0.119857323715013,0.118916458943656,0.000940864771357269,0.784987301730831
4507,3441,6,"P035","R01",0.119857323715013,0.118728288384133,0.00112903533088,0.941982764077505
4508,2806,1,"P003","R02",0.164747962788986,0.164274464261026,0.000473498527959831,0.287407819765457
4508,2806,2,"P024","R01",0.164747962788986,0.163803482663059,0.00094448012592746,0.573287893785478
4508,2806,3,"P023","R01",0.164747962788986,0.163332105915697,0.00141585687328857,0.859407818658155
4508,2806,4,"P011","R07",0.164747962788986,0.162858820338933,0.00188914245005284,1.14668637965042
4508,2806,5,"P004","R05",0.164747962788986,0.162386786095156,0.00236117669383046,1.43320539681254
4508,2806,6,"P036","R05",0.164747962788986,0.161914027872267,0.00283393491671954,1.72016386044745
4509,1949,1,"P002","R08",0.0137980725174798,0.0137951143839587,2.95813352109431e-06,0.0214387445590452
4509,1949,2,"P031","R07",0.0137980725174798,0.0137921040592761,5.96845820368362e-06,0.043255738771648
4509,1949,3,"P019","R05",0.0137980725174798,0.013789119668196,8.95284928381125e-06,0.0648847820771308
4509,1949,4,"P023","R07",0.0137980725174798,0.0137861023675333,1.19701499464754e-05,0.0867523339315058
4509,1949,5,"P011","R01",0.0137980725174798,0.0137831626283376,1.49098891421839e-05,0.108057767657734
4509,1949,6,"P005","R02",0.0137980725174798,0.0137801504958226,1.79220216571623e-05,0.129887863935039
4510,1968,1,"P028","R02",0.191379021395268,0.19071260071753,0.0006664206777377,0.348220339344978
4510,1968,2,"P015","R09",0.191379021395268,0.190032504910319,0.00134651648494866,0.703586252626721
4510,1968,3,"P032","R04",0.191379021395268,0.189356042505264,0.002022978890004,1.05705362858231
4510,1968,4,"P016","R06",0.191379021395268,0.188694457558661,0.00268456383660678,1.40274718568143
4510,1968,5,"P012","R05",0.191379021395268,0.188029129112379,0.00334989228288954,1.75039680862971
4510,1968,6,"P022","R02",0.191379021395268,0.187360249691601,0.00401877170366666,2.09990189852963
4511,3113,1,"P038","R06",0.0350754653927117,0.0350541219373625,2.13434553491543e-05,0.0608500988089219
4511,3113,2,"P011","R01",0.0350754653927117,0.0350328794134329,4.25859792788016e-05,0.121412442577741
4511,3113,3,"P004","R01",0.0350754653927117,0.0350115904854429,6.38749072687309e-05,0.182107084121551
4511,3113,4,"P025","R07",0.0350754653927117,0.0349900980281125,8.53673645992148e-05,0.243381986934244
4511,3113,5,"P027","R03",0.0350754653927117,0.0349686807189503,0.0001067846737614,0.304442642644417
4511,3113,6,"P006","R02",0.0350754653927117,0.0349471879250346,0.000128277467677053,0.365718505059972
4512,2015,1,"P035","R06",0.267149823652374,0.266273551403852,0.000876272248522381,0.328007795978417
4512,2015,2,"P027","R04",0.267149823652374,0.265384641484095,0.00176518216827942,0.660746147665943
4512,2015,3,"P012","R07",0.267149823652374,0.264503214849286,0.00264660880308831,0.990683342741856
4512,2015,4,"P028","R06",0.267149823652374,0.263623797320842,0.0035260263315316,1.31986848552811
4512,2015,5,"P017","R08",0.267149823652374,0.262750773041917,0.00439905061045653,1.64666049571523
4512,2015,6,"P007","R07",0.267149823652374,0.261870215180843,0.00527960847153119,1.97627248985245
4513,684,1,"P042","R05",0.102061673646026,0.10191510253053,0.000146571115495861,0.143610338984058
4513,684,2,"P002","R06",0.102061673646026,0.101768789589693,0.000292884056332751,0.286967718507677
4513,684,3,"P010","R02",0.102061673646026,0.101621317978818,0.000440355667207529,0.431460362618378
4513,684,4,"P030","R09",0.102061673646026,0.101474478858118,0.000587194787908044,0.575333293028855
4513,684,5,"P025","R04",0.102061673646026,0.101327592117711,0.000734081528314667,0.719252881214389
4513,684,6,"P036","R09",0.102061673646026,0.101180010858915,0.000881662787110715,0.863852958328443
4514,2796,1,"P009","R06",0.270579144301559,0.26948672483528,0.00109241946627936,0.403733801841676
4514,2796,2,"P012","R06",0.270579144301559,0.268393672856171,0.00218547144538783,0.807701366278303
4514,2796,3,"P005","R02",0.270579144301559,0.267281914336874,0.00329722996468468,1.21858244958079
4514,2796,4,"P006","R08",0.270579144301559,0.26619580621995,0.00438333808160873,1.61998371785947
4514,2796,5,"P021","R03",0.270579144301559,0.265117352363175,0.00546179193838392,2.0185561427812
4514,2796,6,"P035","R05",0.270579144301559,0.2640286939872,0.00655045031435891,2.42089992976638
4515,3044,1,"P042","R01",0.15882929005645,0.158461319800445,0.000367970256004518,0.231676572925395
4515,3044,2,"P001","R03",0.15882929005645,0.158090695824437,0.000738594232012363,0.465023945992491
4515,3044,3,"P006","R03",0.15882929005645,0.157719175281426,0.00111011477502349,0.698935803735531
4515,3044,4,"P002","R07",0.15882929005645,0.157346992405733,0.00148229765071645,0.933264670634503
4515,3044,5,"P029","R07",0.15882929005645,0.15697411753826,0.00185517251818995,1.16802922025944
4515,3044,6,"P040","R05",0.15882929005645,0.156604186397909,0.00222510365854042,1.40094037928999
4516,234,1,"P035","R04",0.0170751319828811,0.0170726706932622,2.46128961894562e-06,0.0144144690735815
4516,234,2,"P031","R03",0.0170751319828811,0.0170702094353604,4.9225475206964e-06,0.0288287523963596
4516,234,3,"P014","R06",0.0170751319828811,0.0170677505048979,7.38147798320932e-06,0.0432294051408195
4516,234,4,"P012","R01",0.0170751319828811,0.0170652939892734,9.83799360770171e-06,0.0576159154586033
4516,234,5,"P016","R06",0.0170751319828811,0.017062833872687,1.22981101941047e-05,0.0720235147021665
4516,234,6,"P008","R09",0.0170751319828811,0.017060372640123,1.47593427581375e-05,0.0864376496353564
4517,4730,1,"P017","R07",0.00346911638268776,0.00346898223160726,1.34151080500265e-07,0.00386701008849778
4517,4730,2,"P015","R05",0.00346911638268776,0.00346884896814785,2.67414539911921e-07,0.00770843380309821
